pub_date	title	category	venue	excerpt	authors	citation	url_slug	paper_url
2024-04-25	Comparing Continuous and Retrospective Emotion Ratings in Remote VR Study	conferences	16th International Conference on Quality of Multimedia Experience (QoMEX 2024)	This study investigates the feasibility of remote virtual reality (VR) studies conducted at home using VR headsets and video conferencing by deploying an experiment on emotion ratings. 20 participants used head-mounted displays to immerse themselves in 360° videos selected to evoke emotional responses. The research compares continuous ratings using a graphical interface to retrospective questionnaires on a digitized Likert Scale for measuring arousal and valence, both based on the self-assessment manikin (SAM). It was hypothesized that the two different rating methods would lead to significantly different values for both valence and arousal. The goal was to investigate whether continuous ratings during the experience would better reflect users' emotions compared to the post-questionnaire by mitigating biases such as the peak-end rule. The results show significant differences with moderate to strong effect sizes for valence and no significant differences for arousal with low to moderate effect sizes. This indicates the need for further investigation of the methods used to assess emotion ratings in VR studies. Overall, this study is an example of a remotely conducted VR experiment, offering insights into methods for emotion elicitation in VR by varying the timing and interface of the rating.	Warsinke, M., Kojic, T., Vergari, M., Spang, R. O., Voigt-Antons, J.-N. & Möller, S. 	Warsinke, M., Kojic, T., Vergari, M., Spang, R. O., Voigt-Antons, J.-N. & Möller, S. (2024, June). Comparing Continuous and Retrospective Emotion Ratings in Remote VR Study. Paper presented at the 16th International Conference on Quality of Multimedia Experience (QoMEX 2024), Karlshamn, Sweden. https://doi.org/10.48550/arXiv.2404.16487	C76	https://doi.org/10.48550/arXiv.2404.16487
2024-04-25	The Impact of Social Environment and Interaction Focus on User Experience and Social Acceptability of an Augmented Reality Game	conferences	16th International Conference on Quality of Multimedia Experience (QoMEX 2024)	One of the most promising technologies inside the Extended Reality (XR) spectrum is Augmented Reality. This technology is already in people's pockets regarding Mobile Augmented Reality with their smartphones. The scientific community still needs answers about how humans could and should interact in environments where perceived stimuli are different from fully physical or digital circumstances. Moreover, it is still being determined if people accept these new technologies in different social environments and interaction settings or if some obstacles could exist. This paper explores the impact of the Social Environment and the Focus of social interaction on users while playing a location-based augmented reality game, measuring it with user experience and social acceptance indicators. An empirical study in a within-subject fashion was performed in different social environments and under different settings of social interaction focus with N = 28 participants compiling self-reported questionnaires after playing a Scavenger Hunt in Augmented Reality. The measures from two different Social Environments (Crowded vs. Uncrowded) resulted in statistically relevant mean differences with indicators from the Social Acceptability dimension. Moreover, the analyses show statistically relevant differences between the variances from different degrees of Social Interaction Focus with Overall Social Presence, Perceived Psychological Engagement, Perceived Attentional Engagement, and Perceived Emotional Contagion. The results suggest that a location-based AR game played in different social environments and settings can influence the user experience's social dimension. Therefore, they should be carefully considered while designing immersive technological experiences in public spaces involving social interactions between players.	Cocchia, L., Vergari, M., Kojic, T., Vona, F., Möller, S., Garzotto, F. & Voigt-Antons, J.-N.	Cocchia, L., Vergari, M., Kojic, T., Vona, F., Möller, S., Garzotto, F. & Voigt-Antons, J.-N. (2024, June). The Impact of Social Environment and Interaction Focus on User Experience and Social Acceptability of an Augmented Reality Game. Paper presented at the 16th International Conference on Quality of Multimedia Experience (QoMEX 2024), Karlshamn, Sweden. https://doi.org/10.48550/arXiv.2404.16479	C75	https://doi.org/10.48550/arXiv.2404.16479
2024-05-11	Experiencing Dynamic Weight Changes in Virtual Reality Through Pseudo-Haptics and Vibrotactile Feedback	conferences	Annual conference on Computer-Human Interaction (CHI 2024)	Virtual reality (VR) objects react dynamically to users’ touch interactions in real-time. However, experiencing changes in weight through the haptic sense remains challenging with consumer VR controllers due to their limited vibrotactile feedback. While prior works successfully applied pseudo-haptics to perceive absolute weight by manipulating the control-display (C/D) ratio, we continuously adjusted the C/D ratio to mimic weight changes. Vibrotactile feedback additionally emphasises the modulation in the virtual object’s physicality. In a study (N=18), we compared our multimodal technique with pseudo-haptics alone and a baseline condition to assess participants’ experiences of weight changes. Our findings demonstrate that participants perceived varying degrees of weight change when the C/D ratio was adjusted, validating its effectiveness for simulating dynamic weight in VR. However, the additional vibrotactile feedback did not improve weight change perception. This work extends the understanding of designing haptic experiences for lightweight VR systems by leveraging perceptual mechanisms	Stellmacher, C., Pujianto, F. I., Kojic, T., Voigt-Antons, J.-N. & Schöning, J.	Stellmacher, C., Pujianto, F. I., Kojic, T., Voigt-Antons, J.-N. & Schöning, J. (2024, May). Experiencing Dynamic Weight Changes in Virtual Reality Through Pseudo-Haptics and Vibrotactile Feedback. Paper presented at the annual conference on Computer-Human Interaction (CHI 2024), Honolulu, USA. https://doi.org/10.1145/3613904.3642552  	C74	https://doi.org/10.1145/3613904.3642552
2024-04-15	Influence of Gameplay Duration, Hand Tracking, and Controller Based Control Methods on UX in VR	conferences	 16th International Workshop on Immersive Mixed and Virtual Environment Systems (MMVE ’24)	Inside-out tracking is growing popular in consumer VR, enhancing accessibility. It uses HMD camera data and neural networks for effective hand tracking. However, limited user experience studies have compared this method to traditional controllers, with no consensus on the optimal control technique. This paper investigates the impact of control methods and gaming duration on VR user experience, hypothesizing hand tracking might be preferred for short sessions and by users new to VR due to its simplicity. Through a lab study with twenty participants, evaluating presence, emotional response, UX quality, and flow, findings revealed control type and session length affect user experience without significant interaction. Controllers were generally superior, attributed to their reliability, and longer sessions increased presence and realism. The study found that individuals with more VR experience were more inclined to recommend hand tracking to others, which contradicted predictions.	Kojić, T., Vergari, M., Knuth, S., Warsinke, M., Möller, S. & Voigt-Antons, J.-N.	Kojić, T., Vergari, M., Knuth, S., Warsinke, M., Möller, S. & Voigt-Antons, J.-N. (2024, April). Influence of Gameplay Duration, Hand Tracking, and Controller Based Control Methods on UX in VR. Paper presented at the 16th International Workshop on Immersive Mixed and Virtual Environment Systems (MMVE ’24), Bari, Italy. https://doi.org/10.1145/3652212.3652222 	C73	 https://doi.org/10.1145/3652212.3652222
2024-03-14	The Influence of Extended Reality and Virtual Characters' Embodiment Levels on User Experience in Well-Being Activities	conferences	 IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2024)	Millions of people have seen their daily habits transform, reducing physical activity and leading to mental health issues. This study explores how virtual characters impact motivation for well-being. Three prototypes with cartoon, robotic, and human-like avatars were tested by 22 participants. Results show that animated virtual avatars, especially with extended reality, boost motivation, enhance comprehension of activities, and heighten presence. Multiple output modalities, like audio and text, with character animations, improve the user experience. Notably, the cartoon-like character evoked positive responses. This research highlights virtual characters' potential to engage individuals in daily well-being activities.	Kojić, T., Vergari, M., Podratz, M., Möller, S. & Voigt-Antons, J.-N.	Kojić, T., Vergari, M., Podratz, M., Möller, S. & Voigt-Antons, J.-N. (2024, March). The Influence of Extended Reality and Virtual Characters' Embodiment Levels on User Experience in Well-Being Activities. Paper presented at the IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2024), Orlando, FL, USA. https://doi.org/10.48550/arXiv.2403.09879  	C72	https://doi.org/10.48550/arXiv.2403.09879
2024-03-14	Influence of Personality and Communication Behavior of a Conversational Agent on User Experience and Social Presence in Augmented Reality	conferences	IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2024)	A virtual embodiment can benefit conversational agents, but it is unclear how their personalities and non-verbal behavior influence the User Experience and Social Presence in Augmented Reality (AR). We asked 30 users to converse with a virtual assistant who gives recommendations about city activities. The participants interacted with two different personalities: Sammy, a cheerful blue mouse, and Olive, a serious green human-like agent. Each was presented with two body languages - happy/friendly and annoyed/unfriendly. We conclude how agent representation and humor affect User Experience aspects, and that body language is significant in the evaluation and perception of the AR agent.	Koleva, K. G., Vergari, M., Kojić, T., Möller, S. & Voigt-Antons, J.-N.	Koleva, K. G., Vergari, M., Kojić, T., Möller, S. & Voigt-Antons, J.-N. (2024, March). Influence of Personality and Communication Behavior of a Conversational Agent on User Experience and Social Presence in Augmented Reality. Paper presented at the IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2024), Orlando, FL, USA. https://doi.org/10.48550/arXiv.2403.09883  	C71	https://doi.org/10.48550/arXiv.2403.09883
2023-07-18	Exploring users' sense of safety in public using an Augmented Reality application	conferences	15th International Conference on Quality of Multimedia Experience (QoMEX 2023)	Nowadays, Augmented Reality (AR) is available on almost all smartphones creating some exciting interaction opportunities but also challenges. For example, already after the famous AR app Pokemon GO was released in July 2016, numerous accidents related to the use of the app were reported by users. At the same time, the spread of AR can be noticed in the tourism industry, enabling tourists to explore their surroundings in new ways but also exposing them to safety issues. This preliminary study explores users' sense of safety when manipulating the amount and UI elements visualization parameters of Point of Interest (POI) markers in a developed AR application. The results show that the amount of POI markers that are displayed is significant for participants' sense of safety. The influence of manipulating UI elements in terms of “transparency”, “color”, and “size” cannot be proven. Nevertheless, most tested people stated that manipulating transparency and size somehow influences their sense of safety, so a closer look at them should be taken in future studies.	Vergari, M., Kojic, T., Bertges, N., Vona, F., Voigt-Antons, J.-N. & Möller, S.	Vergari, M., Kojic, T., Bertges, N., Vona, F., Voigt-Antons, J.-N. & Möller, S. (2023,June). Exploring users' sense of safety in public using an Augmented Reality application. Paper presented at the 15th International Conference on Quality of Multimedia Experience (QoMEX 2023), Ghent, Belgium. https://doi.org/10.1109/QoMEX58391.2023.10178675  	C70	https://doi.org/10.1109/QoMEX58391.2023.10178675
2023-07-18	Protect and Extend - Using GANs for Synthetic Data Generation of Time-Series Medical Records	conferences	15th International Conference on Quality of Multimedia Experience (QoMEX 2023)	Preservation of private user data is of paramount importance for high Quality of Experience (QoE) and acceptability, particularly with services treating sensitive data, such as IT-based health services. Whereas anonymization techniques were shown to be prone to data re-identification, synthetic data generation has gradually replaced anonymization since it is relatively less time and resource-consuming and more robust to data leakage. Generative Adversarial Networks (GANs) have been used for generating synthetic datasets, especially GAN frameworks adhering to the differential privacy phenomena. This research compares state-of-the-art GAN-based models for synthetic data generation to generate time-series synthetic medical records of dementia patients which can be distributed without privacy concerns. Predictive modeling, autocorrelation, and distribution analysis are used to assess the Quality of Generating (QoG) of the generated data. The privacy preservation of the respective models is assessed by applying membership inference attacks to determine potential data leakage risks. Our experiments indicate the superiority of the privacy-preserving GAN (PPGAN) model over other models regarding privacy preservation while maintaining an acceptable level of QoG. The presented results can support better data protection for medical use cases in the future.	Ashrafi, N., Schmitt, V., Spang, R. P., Möller, S. & Voigt-Antons, J.-N.	Ashrafi, N., Schmitt, V., Spang, R. P., Möller, S. & Voigt-Antons, J.-N. (2023, June). Protect and Extend - Using GANs for Synthetic Data Generation of Time-Series Medical Records. Paper presented at the 15th International Conference on Quality of Multimedia Experience (QoMEX 2023), Ghent, Belgium. https://doi.org/10.1109/QoMEX58391.2023.10178496  	C69	https://doi.org/10.1109/QoMEX58391.2023.10178496
2023-07-18	An Investigation of the Influence of Ambient Noise on User Experience in Virtual Reality	conferences	15th International Conference on Quality of Multimedia Experience (QoMEX 2023)	Although there are several aspects that might impact one's feeling of immersion or presence in a virtual environment, noises in the actual world are often overlooked. Distractions (such as noises or lights) may have an effect on a person's mental or emotional state in real life, and these interruptions can be disturbing while trying to focus on work. With a steady stream of distractions, one may eventually lose interest and make mistakes or stop the activity. The goal of this research is to better understand the impact of various ambient sounds on presence, immersion, and decision-making by using virtual reality and audio rendering technology. This study's sound sources were obtained and recorded from several real-life sources before being mixed into the virtual world. These audio recordings have been shown to influence a person's decision-making skills by generating a sudden shift in different emotional states (such as annoyance and anger). In certain circumstances, binaural recording is used to provide the listener with a 3D stereo sound experience. They were triggered at random intervals while the user was in the virtual environment. Based on the findings of the study presented in this paper, some types of noises, such as continuous and impulsive noise, have a negative impact on user experience by reducing immersion in the virtual reality environment. It was also discovered that the more interaction there was, the more mental work was required to complete the activities.	Kojic, T., Vergari, M., Vona, F., Voigt-Antons, J.-N. & Möller, S.	Kojic, T., Vergari, M., Vona, F., Voigt-Antons, J.-N. & Möller, S. (2023, June). An Investigation of the Influence of Ambient Noise on User Experience in Virtual Reality. Paper presented at the 15th International Conference on Quality of Multimedia Experience (QoMEX 2023), Ghent, Belgium. https://doi.org/10.1109/QoMEX58391.2023.10178532	C68	https://doi.org/10.1109/QoMEX58391.2023.10178532
2022-10-04	The Story time Dataset: Simulated Videotelephony Clips for Quality Perception Research	conferences	14th International Conference on Quality of Multimedia Experience (QoMEX 2022)	To study people's natural behavior during different conditions of audiovisual quality, we usually invite people into a lab and let them talk to each other. In such conversation settings, not only the media quality impacts the quality perception, but, e.g., social aspects of a real conversation are reflected by individual conversational and rating behavior. Hence, to study quality perception in conversational settings, we try to create an environment that isolates the media quality from such outside factors and is consistent for each participant in the lab. Therefore, we created a dataset of simulated videotelephony clips to act as stimuli in quality perception research. The dataset consists of four different stories in the German language that are told through ten consecutive parts, each about 10 seconds long. Each of these parts is available in four different quality levels, ranging from perfect to stalling. All clips (FullHD, H.264 / AAC) are actual recordings from end-user video-conference software to ensure ecological validity and realism of quality degradation. To ensure consistency among different clips of the same quality level, each video has been scored using VMAF and POLQA and selected to match predefined selection criteria. To analyze the perceived quality of the clips, we conducted a user study (N=25) and evaluated perceived quality, interest in the stories, and speaker engagement. Results validate the consistency of the quality levels of the video clips. Apart from a detailed description of the methodological approach, we contribute the entire stimuli dataset containing 160 videos and all rating scores for each file.	Spang, R. P., Voigt-Antons, J.-N. & Möller, S. 	Spang, R. P., Voigt-Antons, J.-N. & Möller, S. (2022, September). The Storytime Dataset: Simulated Videotelephony Clips for Quality Perception Research. Paper presented at the 14th International Conference on Quality of Multimedia Experience (QoMEX 2022), Lippstadt, Germany. https://doi.org/10.1109/QoMEX55416.2022.9900888  	C67	https://doi.org/10.1109/QoMEX55416.2022.9900888
2022-10-04	Investigation of Personal Space perception in Augmented Reality	conferences	14th International Conference on Quality of Multimedia Experience (QoMEX 2022)	Over the past five years, the interest in Augmented Reality (AR) technologies has significantly increased. Different industries adopted it, such as gaming, tourism, e-commerce, and entertainment, to name a few. Due to its non-fully immersive property, easy implementation, and compatibility with the most recent smartphones, AR seems to be suitable for daily usage. This poses a significant challenge in creating a good User Experience (UX), as this kind of technology needs to be designed for private scenarios and public ones. In its context, it is essential to understand how users are influenced in their social interactions while using AR. Through the use of humanoid Virtual Characters, this paper is intended to better the understanding of how people perceive personal space in AR. By varying Virtual Character Gender (male, female) and its Placement Modality (predefined, dynamic distance) in the real environment, the effects on UX, Emotions, and Social Presence are investigated. As Personal Space is a dynamic psychological construct, which could depend on individual factors, this paper further investigates some possible co-variant effects of users' preferences towards a female or a male character based on their Sexual Attraction. Results show that Placement Modality significantly affects Personal Space boundaries in terms of position, width, and hedonic quality of the experience. Moreover, an effect of Virtual Character Gender was found on users' Personal Space inner boundary, and Social Presence in its emotional contagion dimension. Finally, an effect of Sexual Attraction on UX, Social Presence in its emotional contagion dimension, and dominance were discovered.	Vergari, M., Spang, R. P., Kojić, T., Hesse, B., Möller, S. & Voigt-Antons, J.-N.	Vergari, M., Spang, R. P., Kojić, T., Hesse, B., Möller, S. & Voigt-Antons, J.-N. (2022, September). Investigation of Personal Space perception in Augmented Reality. Paper presented at the 14th International Conference on Quality of Multimedia Experience (QoMEX 2022), Lippstadt, Germany, https://doi.org/10.1109/QoMEX55416.2022.9900887 	C66	https://doi.org/10.1109/QoMEX55416.2022.9900887
2021-05-10	Don't Worry be Happy - Using virtual environments to induce emotional states measured by subjective scales and heart rate parameters	conferences	IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2021)	Advancing technology and higher availability of Virtual Reality (VR) devices sparked its application in various research fields. For instance, health-related research showed that simulated nature environments in VR could reduce arousal and increase valence levels. This study investigates how the amount of possible interactivity influences the presence in nature environments and consequences on arousal and valence. After inducing fear (high arousal and low valence) through a VR-horror game, it was tested how participants recovered if they played a VR-nature game with either no, limited, or extensive interaction. The horror game proved to be a valid stimulus for inducing high arousal and low valence with a successful manipulation check. Igroup presence questionnaire (IPQ) scores showed that more interaction with the virtual environment increases spatial presence. A beneficial effect of experiencing nature can also be concluded. Results from the Self-Assessment Manikin questionnaire (SAM) scores for valence indicate a significant increase in the conditions with extensive and limited interaction compared to the control group. The VR Nature experience did significantly decrease arousal and increase valence compared to the post-horror game ratings. The physiological responses support this finding. These results can increase the effectiveness of health-related VR-applications to elevate mood levels by either implementing plenty of interactions and consequently increasing spatial presence or doing the opposite and leaving out any interactions at all.	Voigt-Antons, J.-N., Spang, R., Kojić, T., Meier, L., Vergari, M. & Möller, S.	Voigt-Antons, J.-N., Spang, R., Kojić, T., Meier, L., Vergari, M. & Möller, S. (2021, March). Don’t Worry be Happy - Using virtual environments to induce emotional states measured by subjective scales and heart rate parameters. Paper presented at the IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2021), Lisbon, Portugal, https://doi.org/10.1109/VR50410.2021.00094	C65	https://doi.org/10.1109/VR50410.2021.00094
2021-05-10	Influence of Interactivity and Social Environments on User Experience and Social Acceptability in Virtual Reality	conferences	IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2021)	Nowadays, Virtual Reality (VR) technology can be potentially used everywhere through wearable head-mounted displays. Nevertheless, it is still uncommon to see VR devices used in public settings. In these contexts, unaware bystanders in the surroundings might influence the User Experience (UX) and create concerns about the social acceptability of this technology. The user acts in a Social Environment (SE), characterized by surrounding people's number, proximity, and behavior. Simultaneously, VR applications often require a different degree of interactivity concerning body movements and controllers interaction. In this paper, the influence of Social Environments, and degree of interactivity on User Experience and social acceptability is investigated. Four Social Environments were simulated employing 360° Videos, and two VR games developed with two levels of interactivity. Results showed a statistically significant influence of Social Environments on Overall UX as well as Public VR, Interaction, Isolation, Privacy and Safety acceptability, and of the degree of interactivity on Presence, Valence, Arousal, Overall UX, UX Hedonic quality, and Safety acceptability. Findings indicate that Social Environments and degree of interactivity should be taken into account while designing VR applications.	Vergari, M., Kojić, T., Vona, F., Garzotto, F., Möller, S. & Voigt-Antons, J.-N.	 Vergari, M., Kojić, T., Vona, F., Garzotto, F., Möller, S. & Voigt-Antons, J.-N. (2021, March). Influence of Interactivity and Social Environments on User Experience and Social Acceptability in Virtual Reality. Paper presented at the IEEE Conference on Virtual Reality and 3D User Interfaces (IEEE VR 2021), Lisbon, Portugal, https://doi.org/10.1109/VR50410.2021.00096  	C64	https://doi.org/10.1109/VR50410.2021.00096
2021-01-15	Exploring Visualisations for Financial Statements in Virtual Reality	conferences	IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR 2020)	Recent developments in Virtual Reality (VR) provide vast opportunities for data visualization. Individuals must be motivated to understand the data presented concerning their personal financial statements, as with better understanding comes more efficient money management and a healthier future-minded focus on planning for their personal finances. This paper aims to investigate how a 3D in VR visualization scenario influences an immersed users' capability to understand and engage with personal financial statement data in comparison to a scenario where a user would be interacting with 2D personal financial statement data on paper. This was achieved by creating a 2D paper prototype data and utilizing the benefits of 3D in a VR prototype visualization. Both prototypes consisted of chart representations of personal financial statement data, which were tested in a user study. Also, participants (N=23) were given a set of tasks (such as ”Find the quarter in which the least amount of expenses was spent”) to solve by using 2D or 3D financial statements. Results show that participants reported interaction is statistically significant more natural with 2D data on paper than interactions with 3D data in VR. Also, participants reported that they perceived statistically significant more considerable delay between outcome and their action with 3D data in VR. However, effectiveness, measured by the percentage of correctly solved tasks, in both versions enabled participants to answer almost all given tasks successfully. Those results are showing that VR as a medium could be used for analyzing financial statements. In future developments, several additional directions could be incorporated. Exploring data visualization is essential not only for the financial sector but also for other domains such as taxes or law reports.	Kojić, T., Ashipala, S., Möller, S. & Voigt-Antons, J.-N.	Kojić, T., Ashipala, S., Möller, S. & Voigt-Antons, J.-N. (2020, December). Exploring Visualisation for Financial Statements in Virtual Reality. Paper presented at the 2020 IEEE International Conference on Artificial Intelligence and Virtual Reality (AIVR), Utrecht, Netherlands. https://doi.org/10.1109/AIVR50618.2020.00018  	C63	https://doi.org/10.1109/AIVR50618.2020.00018
2020-06-23	Comparing Emotional States Induced by 360° Videos Via Head-Mounted Display and Computer Screen	conferences	12th International Conference on Quality of Multimedia Experience (QoMEX 2020)	In recent years 360° videos have been becoming more popular. For traditional media presentations, e.g., on a computer screen, a wide range of assessment methods are available. Different constructs, such as perceived quality or the induced emotional state of viewers, can be reliably assessed by subjective scales. Many of the subjective methods have only been validated using stimuli presented on a computer screen. This paper is using 360° videos to induce varying emotional states. Videos were presented 1) via a head-mounted display (HMD) and 2) via a traditional computer screen. Furthermore, participants were asked to rate their emotional state 1) in retrospect on the self-assessment manikin scale and 2) continuously on a 2-dimensional arousal-valence plane. In a repeated measures design, all participants (N = 18) used both presentation systems and both rating systems. Results indicate that there is a statistically significant difference in induced presence due to the presentation system. Furthermore, there was no statistically significant difference in ratings gathered with the two presentation systems. Finally, it was found that for arousal measures, a statistically significant difference could be found for the different rating methods, potentially indicating an underestimation of arousal ratings gathered in retrospect for screen presentation. In the future, rating methods such as a 2-dimensional arousal-valence plane could offer the advantage of enabling a reliable measurement of emotional states while being more embedded in the experience itself, enabling a more precise capturing of the emotional states.	Voigt-Antons, J.-N., Lehtonen, E., Palacios, A. & Ali, D. 	Voigt-Antons, J.-N., Lehtonen, E., Palacios, A. & Ali, D. (2020, May). Comparing emotional states induced by 360 videos via head-mounted display and computer screen. Paper presented at the 12th International Conference on Quality of Multimedia Experience (QoMEX 2020), Athlone, Ireland. https://doi.org/10.1109/QoMEX48832.2020.9123125	C62	https://doi.org/10.1109/QoMEX48832.2020.9123125
2020-06-23	Impact of Tactile and Visual Feedback on Breathing Rhythm and User Experience in VR Exergaming	conferences	12th International Conference on Quality of Multimedia Experience (QoMEX 2020)	Combining interconnected wearables provides fascinating opportunities like augmenting exergaming with virtual coaches, feedback on the execution of sports activities, or how to improve on them. Breathing rhythm is a particularly interesting physiological dimension since it is easy and unobtrusive to measure and gained data provide valuable insights regarding the correct execution of movements, especially when analyzed together with additional movement data in real-time. In this work, we focus on indoor rowing since it is a popular sport that's often done alone without extensive instructions. We compare a visual breathing indication with haptic guidance in order for athletes to maintain a correct, efficient, and healthy breathing-movement-synchronicity (BMS) while working out. Also, user experience and acceptance of the different modalities were measured. The results show a positive and statistically significant impact of purely verbal instructions and purely tactile feedback on BMS and no significant impact of visual feedback. Interestingly, the subjective ratings indicate a strong preference for the visual modality and even an aversion for the haptic feedback, although objectively the performance benefited most from using the latter.	Greinacher, R., Kojić, T., Meier, L., Parameshappa, R., Möller, S. & Voigt-Antons, J.-N.	Greinacher, R., Kojić, T., Meier, L., Parameshappa, R., Möller, S. & Voigt-Antons, J.-N. (2020, May). Impact of Tactile and Visual Feedback on Breathing Rhythm and User Experience in VR Exergaming. Paper presented at the 12th International Conference on Quality of Multimedia Experience (QoMEX 2020), Athlone, Ireland. https://doi.org/10.1109/QoMEX48832.2020.9123141	C61	https://doi.org/10.1109/QoMEX48832.2020.9123141
2020-06-23	Development and Validation of Pictographic Scales for Rapid Assessment of Affective States in Virtual Reality	conferences	12th International Conference on Quality of Multimedia Experience (QoMEX 2020)	This paper describes the development and validation of a continuous pictographic scale for self-reported assessment of affective states in virtual environments. The developed tool, called Morph A Mood (MAM), consists of a 3D character whose facial expression can be adjusted with simple controller gestures according to the perceived affective state to capture valence and arousal scores. It was tested against the questionnaires Pick-A-Mood (PAM) and Self-Assessment Manikin (SAM) in an experiment in which the participants (N = 32) watched several one-minute excerpts from music videos of the DEAP database within a virtual environment and assessed their mood after each clip. The experiment showed a high correlation with regard to valence, but only a moderate one with regard to arousal. No statistically significant differences were found between the SAM ratings of this experiment and MAM, but between the valence values of MAM and the DEAP database and between the arousal values of MAM and PAM. In terms of user experience, MAM and PAM hardly differ. Furthermore, the experiment showed that assessments inside virtual environments are significantly faster than with paper-pencil methods, where media devices such as headphones and display goggles must be put on and taken off.	Krüger, C., Kojić, T., Meier, L., Möller, S. & Voigt-Antons, J.-N.	Krüger, C., Kojić, T., Meier, L., Möller, S. & Voigt-Antons, J.-N. (2020, May). Development and Validation of Pictographic Scales for Rapid Assessment of Affective States in Virtual Reality. Paper presented at the 12th International Conference on Quality of Multimedia Experience (QoMEX 2020), Athlone, Ireland. https://doi.org/10.1109/QoMEX48832.2020.9123100  	C60	https://doi.org/10.1109/QoMEX48832.2020.9123100
2020-06-23	User Experience of Reading in Virtual Reality — Finding Values for Text Distance, Size and Contrast	conferences	12th International Conference on Quality of Multimedia Experience (QoMEX 2020)	Virtual Reality (VR) has an increasing impact on the market in many fields, from education and medicine to engineering and entertainment, by creating different applications that replicate or in the case of augmentation enhance real-life scenarios. Intending to present realistic environments, VR applications are including text that we are surrounded by every day. However, text can only add value to the virtual environment if it is designed and created in such a way that users can comfortably read it. With the aim to explore what values for text parameters users find comfortable while reading in virtual reality, a study was conducted allowing participants to manipulate text parameters such as font size, distance, and contrast. Therefore two different standalone virtual reality devices were used, Oculus Go and Quest, together with three different text samples: Short (2 words), medium (21 words), and long (51 words). Participants had the task of setting text parameters to the best and worst possible value. Additionally, participants were asked to rate their experience of reading in virtual reality. Results report mean values for angular size (the combination of distance and font size) and color contrast depending on the different device used as well as the varying text length, for both tasks. Significant differences were found for values of angular size, depending on the length of the displayed text. However, different device types had no significant influence on text parameters but on the experiences reported using the self-assessment manikin (SAM) scale.	Kojić, T., Ali, D., Greinacher, R., Möller, S. & Voigt-Antons, J.-N.	Kojić, T., Ali, D., Greinacher, R., Möller, S. & Voigt-Antons, J.-N. (2020, May). User Experience of Reading in Virtual Reality — Finding Values for Text Distance, Size and Contrast. Paper presented at the 12th International Conference on Quality of Multimedia Experience (QoMEX 2020), Athlone, Ireland https://doi.org/10.1109/QoMEX48832.2020.9123091	C59	https://doi.org/10.1109/QoMEX48832.2020.9123091
2020-01-16	Impact of Constant Visual Biofeedback on User Experience in Virtual Reality Exergames	conferences	1st International Workshop on Bridging the Gap between Semantics and Multimedia Processing (SeMP 2019) at the 21st IEEE International Symposium on Multimedia (ISM 2019)	With the rise of Virtual Reality (VR) as trend in technology - also available for end users - came many opportunities for serious and gaming applications. One domain of games for virtual environments are exergames - a combination of exercising and gaming. For many exergames, users need to be instructed on how the exercise has to be performed correctly. In this study, a rowing simulation is extended by visualizations in VR that show constant live biofeedback information about the rowers current breathing patterns. In order to compare the effects of such additional information, several visualizations of biofeedback were designed: animation of lungs, line chart, and numerical breathing synchronization feedback. The main goal of the game for participants was to focus on their breathing rhythm and maintain it. Results show that helpfulness and sympathy were rated statistically significantly higher for the case of combined instructional elements compared to no elements. Moreover, participants rated rowing in VR statistically significantly higher on the sympathy scale compared to rowing without VR. Furthermore, flow was rated statistically significantly higher for the conditions including all instruction types. There was a significant decrease of task performance for conditions with performance visualizations. For future studies we are planning to use longer stimulus duration, greater than 10 minutes, due to this change we expect that a potential increase of task performance will manifest.	Kojić, T., Nugyen, L. T. & Voigt-Antons, J.-N.	Kojić, T., Nugyen, L. T. & Voigt-Antons, J.-N. (2019, December). Impact of Constant Visual Biofeedback on User Experience in Virtual Reality Exergames. Paper presented at the 1st International Workshop on Bridging the Gap between Semantics and Multimedia Processing (SeMP 2019) at the 21st IEEE International Symposium on Multimedia (ISM 2019), San Diego, USA. https://doi.org/10.1109/ISM46123.2019.00068  	C58	https://doi.org/10.1109/ISM46123.2019.00068
